Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
20,36,30,5,1,139077.69925655104
17,41,25,5,1,119846.7225180288
20,57,28,3,0,149783.61749335777
10,54,19,1,1,108846.01364384752
15,35,25,5,0,112336.00837434066
17,27,21,2,0,82423.00162387591
14,36,27,1,0,114169.2082311463
13,36,27,2,0,113219.40594036286
11,45,18,4,0,93412.7283026712
15,32,30,5,1,123981.6934252133
15,36,22,1,1,103881.79884192384
20,57,30,2,0,166125.2323693482
10,36,18,5,1,69565.07587234104
18,33,24,3,0,93898.25762831488
20,25,25,2,1,107830.31249667887
15,54,20,2,1,117557.91194874267
12,33,20,4,0,81020.20973582106
13,27,24,3,1,98949.96995463345
20,34,21,4,0,100331.60057849737
13,46,20,3,1,105307.67854684433
12,32,25,2,0,95062.34218893196
19,50,20,4,0,121935.21719462714
12,54,30,5,0,152720.40711710902
12,25,24,3,0,80626.98388385052
13,24,19,2,0,70596.7532216512
16,41,28,1,0,124851.30293423682
13,42,28,3,1,128834.66171452093
18,44,18,3,0,98140.2536385776
10,53,29,5,1,128232.18670618713
17,45,23,3,0,119648.74493403135
16,24,25,3,1,89762.7484149965
11,45,18,5,0,101824.39957311898
17,39,30,5,0,133084.67206408366
10,25,27,4,1,91598.87165072409
20,25,29,2,0,110963.17517714112
18,37,26,2,0,114243.29700322269
18,23,20,4,0,80787.53369705904
11,36,20,2,0,89073.62720320198
16,33,21,3,1,93937.06566934189
19,33,28,4,0,119585.87180294863
12,32,18,4,1,82024.08422479662
16,26,26,2,0,88576.68325962812
19,34,28,1,0,125942.36166509976
18,38,20,2,0,96968.23111154075
13,54,30,1,0,148722.8057275581
10,36,27,4,1,108469.22685305797
11,54,21,1,0,102580.29592534118
10,38,18,3,0,80059.36342355494
14,39,21,5,0,107071.40789543577
14,55,30,1,1,147982.23922653164
20,54,18,5,1,126941.22121074506
16,51,22,3,1,121662.94919237134
18,59,22,5,1,149477.55581735773
18,43,28,3,0,131185.41526835176
12,36,24,5,0,109957.65007999152
12,26,25,5,1,96776.67523492713
12,20,21,2,0,71659.71832553369
13,54,24,1,0,126400.86694362732
17,51,21,5,1,124068.36900334618
15,55,20,4,0,124892.12536124738
17,32,23,2,1,108759.9581544362
10,25,21,1,1,78366.20305834219
17,33,20,2,1,84214.01544426069
13,56,26,1,1,150523.9869535794
20,34,22,3,1,109260.71297865553
10,23,30,5,1,101395.65610943761
17,59,24,4,0,140023.58453488484
13,35,29,2,0,108679.11747546386
15,47,23,2,0,110305.90426774636
17,35,27,2,1,126018.2609146271
13,23,22,2,1,73059.6333265933
12,45,24,5,1,116040.53405638371
18,47,28,1,0,135993.1823018773
12,51,23,5,0,115395.8615682962
18,21,27,3,1,98505.22596572057
11,50,19,5,1,107439.50005177168
11,22,30,5,1,104243.8895841307
11,27,30,3,1,98204.50331852751
15,43,30,5,1,134582.49580917624
12,34,20,1,0,84750.53696724224
18,50,19,4,1,120226.95472333713
13,28,29,3,1,106319.05864441887
10,58,20,2,1,112144.63385425262
13,21,18,1,1,64392.30996576432
10,27,25,4,0,92568.11977779237
14,26,23,1,1,91605.83279797544
13,58,30,1,1,151031.9265584788
17,35,19,2,1,80585.21739661696
17,54,25,4,0,141168.65417324725
16,49,23,1,1,124001.55149789064
12,29,24,2,0,82409.40696515462
10,57,28,3,1,136391.71369370067
10,37,18,2,1,74522.213757897
20,24,24,5,1,102372.62114892254
12,48,20,2,1,101887.97189619712
15,58,28,2,1,151825.4372960857
16,53,29,2,1,160382.70565524392
15,42,25,1,1,116070.80041448418
15,24,23,4,1,81199.83205903605
15,49,21,2,1,109233.27767594994
12,25,28,2,0,95150.34418684227
15,23,25,5,0,100514.46758375377
17,48,26,5,0,130492.00006445813
20,42,27,3,0,122225.16931407157
20,25,19,3,1,94037.32956251822
11,51,23,5,1,133081.27209413375
14,37,22,4,0,103283.62870138805
10,34,22,3,0,88152.7716481912
10,59,27,4,0,139833.62759577736
14,51,28,5,0,142905.10384081313
12,28,20,3,1,80174.02566059107
13,56,29,2,0,146414.934048228
12,29,25,5,1,90738.45388912177
10,39,25,3,1,105888.47450217372
10,25,29,4,1,96007.93372265314
14,22,22,4,0,72989.75376870832
15,30,25,3,0,100376.799896165
12,36,27,4,1,108569.01328636357
18,51,25,3,0,136838.6761198375
14,23,20,3,0,73782.44135243043
17,23,19,4,1,80490.76808231534
10,36,26,1,1,98692.20937699293
14,60,19,2,0,125251.95929077499
12,38,26,5,1,115415.90353448334
10,24,21,2,0,71869.42526661436
13,51,29,5,0,142024.30416254487
14,41,30,5,1,135526.74341522582
16,25,19,2,1,74392.99948448488
10,54,27,3,0,143884.59875520656
12,41,18,4,1,91179.44151779954
11,20,21,1,0,67605.92394835151
18,39,26,1,1,119066.20360069655
19,41,29,1,0,135373.76936601254
15,30,26,2,1,104687.12137945133
19,32,21,2,0,99639.06942301788
12,22,26,3,0,79759.98570924212
17,28,29,1,1,113947.21223953366
17,31,23,3,0,96085.62669541352
11,42,18,1,0,90097.28747586219
15,33,27,2,0,104108.85540170797
16,52,30,4,0,151529.49890891273
11,37,23,4,0,96358.46155349631
20,60,26,4,1,169274.52925939832
19,28,30,4,0,125588.93667417546
11,42,19,5,0,99862.48668608727
19,29,23,1,0,93642.22444995694
10,38,19,4,1,84083.1850033392
17,24,21,5,1,85979.65843300658
10,42,25,5,0,114722.7937569311
18,49,30,5,0,152380.3814700399
20,44,24,3,1,125254.11212731875
15,47,28,3,1,131965.46092300475
16,53,29,5,0,155462.35771569965
19,44,30,4,1,148041.70026849656
16,29,26,1,0,100762.30677477393
19,33,24,2,0,107348.06394570436
12,49,18,3,0,104976.97830343878
11,60,19,4,1,115728.12397462834
18,44,23,4,0,121259.30535681928
17,33,24,2,0,104058.1061292173
19,54,20,2,1,122770.44925624838
16,53,26,4,0,138462.99295506068
18,29,30,2,0,128932.62204957288
13,54,24,4,0,124824.96131422046
13,30,23,2,1,90630.19979867907
10,30,30,2,1,94614.35722435199
17,40,23,4,0,112305.4374532587
12,40,18,5,1,85628.12728592659
16,41,30,4,0,131740.8960169294
11,26,22,1,0,76130.83390070104
11,36,27,2,1,101371.17040309982
16,21,20,3,1,75705.1731107106
15,31,24,2,0,92601.13185488504
12,37,27,1,1,102822.73319795994
18,30,20,3,1,96913.52024047753
19,35,22,3,1,102692.95843259095
15,37,24,4,0,105380.80697109424
19,54,20,5,0,127146.31198228813
19,45,30,4,1,148584.42032327125
15,35,30,3,0,121661.51155408222
10,25,27,3,0,86673.84060424176
13,31,19,5,1,78956.31822448452
19,32,23,2,0,101673.48667574473
15,23,25,5,1,93969.20823091916
15,58,21,4,0,130589.46447200216
20,21,26,2,0,103108.84541341927
14,45,29,4,1,138315.05329958946
10,46,29,5,0,132532.3252718255
17,46,25,2,1,134767.04256130976
14,34,24,5,0,102935.42787566045
14,27,24,1,0,91768.10709590271
16,26,20,3,0,81678.45939246863
13,59,23,2,1,140133.81307777404
15,31,30,3,0,106725.71620307112
13,32,30,1,0,109422.19354999003
12,36,22,2,1,96050.36899157819
16,36,18,3,1,93849.80416293842
17,55,28,3,0,149411.80670094438
13,40,20,2,1,87687.49848016375
11,27,30,3,1,102612.21194866851
19,24,29,3,1,116081.02367528254
12,45,18,2,1,93921.74380888563
10,35,21,3,0,84962.50808806847
17,55,27,3,1,158082.74637686866
12,47,20,4,0,103565.61326767552
19,48,28,4,0,143213.089745605
16,31,21,1,0,89470.8643907554
19,56,26,4,1,153187.69431796888
14,49,20,4,1,114173.09005169345
19,42,29,1,0,136966.0039086902
14,35,23,3,0,92549.67277508
16,33,23,3,1,100893.97593026262
18,29,24,4,1,97358.10935341821
14,26,26,1,0,92279.83543049093
10,56,29,3,1,145022.87927161355
19,48,24,5,1,134306.51584948495
19,22,18,2,0,68265.80677472857
10,34,25,2,1,93845.40732136187
11,55,22,2,1,129505.04554810023
15,38,26,4,0,122248.4849360668
18,32,27,2,1,112288.92048273755
17,40,30,2,0,129264.05948932093
14,56,29,5,1,151456.0943332211
10,46,22,3,0,110198.39206240283
16,48,22,5,1,114245.20697410498
14,39,29,4,0,120724.1393644712
15,44,29,2,1,135056.59576613916
16,25,19,3,1,78979.39808486233
12,55,29,2,1,141361.75353062153
19,21,28,2,0,100238.54245374643
12,41,20,4,1,99154.80526892522
14,51,27,2,0,131448.01849845058
15,35,26,1,1,104182.78002276845
18,37,24,3,1,113572.98012015733
14,24,18,3,1,69946.78355906853
10,55,20,1,1,100877.77510519665
13,49,29,4,1,140461.11587937578
14,38,19,2,1,96870.87834495904
19,42,18,2,0,101213.7198046636
19,53,26,3,0,142804.4219443754
14,32,25,4,1,99307.91374729143
16,48,22,4,1,121238.0786539444
13,55,28,4,1,141709.14069278797
10,41,29,2,1,125738.02786031738
14,55,19,4,1,120123.03221192966
16,28,18,1,0,64262.44213964559
19,58,24,5,1,152852.673177334
19,38,30,4,1,145595.6991136855
15,57,28,5,0,153045.34025140505
14,25,28,2,0,103450.08284797636
13,34,19,4,0,87385.90611363924
11,39,18,3,1,90454.91931921149
13,28,19,2,1,79711.46614401665
19,51,24,1,1,140268.760327929
19,23,24,1,1,95083.38045823318
12,37,27,5,1,104924.83583715321
19,24,23,5,0,88553.55122104668
10,39,22,3,1,90145.2173842147
17,42,20,3,1,95372.01887775958
14,30,29,1,1,106826.17654253039
13,56,20,4,0,127077.36621594706
17,41,28,1,1,121318.11948911527
16,23,30,1,1,109140.37584752632
11,48,29,3,1,134645.51980836474
10,53,26,5,1,131649.84378688634
20,32,21,3,0,105912.90271207309
13,28,26,3,0,94793.42948541137
17,50,21,3,0,128607.6228288004
11,26,19,1,1,66002.54394271804
12,23,21,4,0,73216.81950648321
10,38,23,1,0,92291.98981638231
10,49,23,2,1,107881.01084289742
12,50,22,3,1,109267.07248514975
20,54,18,3,0,126876.20942972496
14,40,20,2,0,102736.43378100991
12,50,22,3,0,115220.77230713937
10,38,23,3,0,97569.75879545759
10,50,18,3,1,92228.3915424683
17,51,26,2,1,140426.2890842679
19,21,20,1,0,66102.07166809356
20,29,27,3,0,107522.09735016024
11,21,30,4,0,100170.96407219293
12,21,20,2,1,65568.25020635032
11,43,28,5,1,124029.179988382
12,36,19,2,1,87769.00634256608
16,51,25,1,0,134490.65105597992
10,35,30,2,1,111145.86265231545
19,35,20,5,0,102964.58690910919
17,58,23,4,0,139652.4393065855
19,50,19,5,1,115340.07564870165
19,43,24,2,0,120727.46755987509
19,20,30,5,1,113065.2367750898
11,30,21,2,1,78075.08731022055
12,40,26,4,0,110120.46248913751
18,23,27,4,0,105410.99410618644
16,26,26,1,1,98805.59444385473
13,45,24,4,1,119259.37576198672
19,31,29,3,1,114376.38289774202
14,50,25,5,1,133241.60005337762
11,36,20,5,1,83457.78892286393
20,52,28,2,1,151877.39441296642
17,30,22,4,1,91683.98340276185
13,47,19,1,0,105164.62723724642
18,51,27,1,1,151648.0395855614
14,20,24,1,0,76262.12417801403
18,47,30,3,0,144715.5521232041
13,26,25,4,1,97153.74832848411
19,21,26,1,1,99359.43516694068
14,43,28,3,1,127143.58629926274
18,23,28,5,1,109341.04942887342
17,38,24,2,1,123149.06732358335
12,45,27,4,0,119140.6479773745
10,30,27,4,0,93070.5700358104
12,59,30,5,1,159473.29138759593
13,30,25,4,1,108562.17192264424
11,22,29,4,1,94886.07976944203
10,31,26,4,1,87952.19387515457
16,22,23,4,0,85951.91032048668
17,46,29,3,0,136375.25728411484
16,21,29,3,0,101880.80939952962
14,35,27,2,1,104703.37414404233
10,21,19,4,1,53121.05108531991
16,49,19,5,1,114015.6470904618
16,39,21,1,0,108761.24945640813
18,57,26,2,0,140641.91455478396
12,47,24,1,0,111898.27243085622
18,44,19,1,1,100680.98043377197
10,51,25,4,0,122949.36098303566
10,29,28,5,1,101607.52177605212
13,59,24,1,0,126380.4376428495
18,52,26,1,1,147438.6513322998
15,32,25,2,1,93388.96858249219
20,60,20,5,1,150882.26454417076
12,56,18,5,1,121872.34436715551
10,35,19,1,0,78028.98459225497
13,41,30,5,0,132980.55658793543
18,39,19,2,0,98609.45134179092
12,46,21,2,1,98298.14489533816
18,60,23,2,0,144182.42767749014
16,35,21,4,1,91645.41279576055
13,53,26,1,0,130445.5995324684
12,51,21,5,0,108315.78705438257
19,45,23,2,1,129377.0686596444
14,44,23,1,1,113900.84416307996
14,21,27,1,1,92891.52627027329
12,31,28,4,0,106201.46204939051
18,59,27,5,1,167904.06855137908
13,28,18,5,0,78111.99889615402
20,31,25,2,0,118018.10918507603
14,45,29,2,0,125999.74829195486
13,28,20,1,1,74287.07346338202
14,29,30,5,0,100383.44474457219
16,51,23,5,1,128538.059792626
18,53,20,2,1,125322.25541271642
16,39,28,3,0,125671.56033451308
14,58,19,1,0,116345.2880721113
19,21,22,5,0,90182.00560094423
19,20,18,4,0,75331.71492120773
16,55,26,4,1,142132.13945030395
19,43,28,3,1,132707.8394737431
14,46,24,2,1,119329.53909605264
12,21,20,2,1,65996.61092019119
16,50,21,2,1,116961.30624071283
20,33,30,4,1,130203.95729017619
20,21,23,2,1,83410.70404398376
11,48,20,4,1,109392.75276964722
18,34,29,3,1,128473.6642744637
19,31,24,1,0,103744.93601759971
19,56,30,5,0,166827.51005439015
10,47,23,3,1,111155.78257139327
15,39,26,4,1,126581.33035094551
16,58,29,3,0,148517.95847954814
17,43,22,5,0,116508.95215792595
19,40,21,1,0,112516.74374328661
18,29,20,5,1,99960.50012914669
11,33,27,4,0,106462.87546373399
20,56,18,5,0,123810.09797131205
19,37,20,3,0,94224.75632452738
11,43,20,2,0,93650.61470490911
14,33,24,3,0,100308.59155001365
14,53,24,4,1,136223.6752667248
15,31,30,1,0,108022.65022472321
12,41,29,5,1,128553.69029507288
17,25,18,1,0,59111.85868019625
10,55,20,4,0,108802.53123488907
15,55,30,5,0,157801.38712312668
13,41,25,3,0,105543.9468763974
10,33,26,3,0,90982.08444747396
16,35,24,4,1,105872.884884236
18,55,24,5,1,144384.96105461117
13,44,29,3,1,124423.72537124684
13,51,28,4,1,138338.58151348273
15,52,25,4,1,132839.10745252168
12,55,23,1,1,130289.6599980086
15,39,28,3,1,121081.09621415223
16,37,20,5,0,98641.69742443442
20,57,18,3,1,131331.6855842017
19,22,24,3,0,89901.31354321362
19,42,18,3,0,107848.5065716457
12,51,18,4,1,111388.06788641262
16,35,26,2,0,108055.17220070967
12,24,30,2,0,99465.60152847118
11,23,27,1,1,81862.35529573666
19,40,24,3,0,121819.00849750609
13,59,30,2,1,155664.11531065038
17,33,28,1,0,112680.29678326305
18,58,30,4,1,166649.66201925036
16,50,21,3,0,121964.27832551839
10,33,23,5,1,97651.93906551016
12,25,18,4,0,67487.41087947843
18,31,24,1,1,107942.05182841871
10,35,29,4,0,119024.2768113089
18,36,23,5,0,104830.17130014175
17,42,21,4,1,117856.6123161226
10,33,24,1,0,84104.25697865125
15,26,20,5,1,78432.74745592996
14,51,18,5,0,109441.00163711673
15,34,21,4,0,90769.84583588598
19,36,20,5,1,100933.8398018996
14,60,18,4,0,121697.97631211112
15,53,19,3,1,115833.75508839461
14,24,28,5,0,95673.48638785271
20,46,22,4,0,120236.91975292434
14,42,25,3,0,122125.74646237725
13,59,18,5,0,113498.9985275122
12,33,21,3,1,86661.60216779697
12,34,21,5,1,96589.61340838358
13,52,22,1,0,121047.73649787782
18,50,24,1,0,131168.57473647356
11,54,30,4,1,141881.79029944312
18,36,29,2,0,124906.22966887124
10,47,25,1,1,108879.64817176525
10,38,23,2,0,92574.32692332781
14,42,18,3,0,92498.66094586348
15,51,24,3,1,128481.48458663798
15,59,20,2,0,122559.95066001291
12,32,30,4,1,105520.59452127805
16,39,30,5,1,139759.26627391222
18,54,30,2,1,162148.84798677108
20,24,23,2,1,99373.27152592283
19,28,25,2,1,106892.09629244135
17,48,24,2,1,128851.81283793792
15,25,27,2,0,93031.5730540163
17,44,23,4,1,118065.86848229854
14,50,26,1,1,137276.77735164398
17,41,26,5,0,132914.5367238221
19,21,18,1,1,71576.23299511283
13,24,18,2,0,64018.820876666694
19,46,18,1,1,113661.60777621363
17,44,25,4,1,127467.33281020123
19,27,29,3,1,117345.17277432466
11,20,30,1,0,88701.00368985898
14,39,29,5,0,119810.8204772427
18,42,27,4,1,130134.93809759163
13,51,24,3,1,124831.6687778899
20,30,20,4,0,82399.49659340484
15,58,30,2,0,155437.56630304578
10,43,19,3,0,102112.82939714013
18,30,21,5,1,94853.15460955788
10,48,20,3,0,101165.63092356194
14,45,24,5,0,114297.57014274404
13,35,27,2,0,102030.50354956597
12,54,25,5,0,129449.54141757383
15,39,23,4,0,110648.96607293386
11,22,20,1,0,60831.23289993936
12,20,23,4,0,71129.61370801459
14,20,19,4,1,69477.97857448846
18,36,29,3,0,127000.48559212037
11,21,24,2,1,76896.36920452265
19,48,28,1,1,148951.47220563036
17,39,27,5,0,129823.17114586101
11,25,24,3,1,89978.70013763469
20,27,21,2,1,87435.8419452052
14,48,30,1,0,141286.27716321766
16,52,25,4,1,145229.1146660921
17,22,21,2,0,69836.71996726486
10,54,24,2,0,120899.52801660533
15,24,21,2,0,74283.66328420324
10,46,30,4,0,128878.3236686941
11,31,29,5,0,112234.89141237165
10,39,22,3,0,86521.32246965595
20,39,24,5,0,122724.93857586256
14,28,30,1,1,106176.92272252002
19,58,30,3,0,169888.20809092608
18,23,27,1,1,102604.67211062144
15,38,20,4,0,96211.26695987293
20,57,27,5,0,153909.41515453288
20,46,22,2,0,136289.60946592566
10,32,28,3,1,104399.44280171827
10,32,20,2,1,70900.22763994471
11,41,22,1,1,94446.28954875853
18,47,20,2,1,118563.07644874594
12,41,28,2,1,115849.86862576548
10,38,27,4,1,106964.95950144321
14,27,28,4,0,107429.62908543894
16,27,24,5,0,99987.04817820722
15,45,30,1,1,133643.96467782414
10,45,18,4,1,99354.27598741409
14,42,26,4,1,117446.92240292885
14,32,26,5,1,115467.70576117776
15,47,22,3,1,120187.72901278285
12,28,26,5,0,96450.9085895434
14,39,27,2,0,113575.9833302484
16,38,30,2,0,123956.74147913033
14,58,23,4,0,122367.50815712
14,31,22,4,0,89029.27149201948
14,34,30,5,0,119947.52251950993
19,50,20,5,0,114869.49239891641
19,33,28,1,0,122616.91964545439
12,30,28,2,1,102198.14256810318
10,45,25,5,1,121573.56046130312
14,46,21,3,0,105581.69790538437
18,30,27,1,0,115182.10390903126
10,57,30,5,0,144254.8454857054
12,53,30,4,1,145248.57415671254
13,38,20,5,1,97078.07620801046
10,25,30,4,0,97291.69115926664
10,57,23,4,1,128021.78381492395
17,47,25,2,0,117877.2577961696
11,20,30,2,0,89303.06126858373
17,54,26,5,0,143597.89050818587
16,59,23,5,0,130567.59566511618
19,27,22,3,0,96712.35188056633
19,26,29,1,1,108443.23299265087
11,30,28,1,0,102711.64611822991
15,58,19,5,0,125429.7583031403
15,23,19,2,0,66628.59061449862
12,44,26,3,0,122023.46029264809
20,31,19,1,1,100809.33526804652
11,45,19,5,0,97692.53367139849
10,57,20,2,0,120374.4304557195
15,31,20,2,1,85619.36698281458
14,56,21,2,0,127811.60928766042
20,43,24,4,0,124662.61398899174
18,35,26,2,0,123629.45889581426
10,32,19,5,0,81386.53644812515
16,44,21,3,1,114351.72370829416
14,23,26,5,0,78830.64399897597
14,30,19,2,0,80244.08320700262
11,51,27,3,1,124325.33517186863
20,26,28,1,0,111766.2650377384
12,30,30,1,0,112387.49594319433
16,47,18,5,1,112944.98483506973
15,60,27,3,0,154293.56202907657
11,42,25,5,1,111134.88275244914
15,42,26,3,0,112376.99644389846
11,47,24,3,1,111642.76420705921
11,45,25,5,0,113851.31774955352
11,44,21,3,0,99929.69689899648
20,48,21,2,1,131345.63981739606
12,38,30,3,0,123652.88934721076
11,52,19,3,1,119098.62610812744
13,55,25,5,1,131493.56336195
18,33,28,1,1,124319.83911740952
15,33,19,4,1,92876.780386729
10,54,26,3,0,127417.18922400381
17,49,21,4,1,117695.16980839461
16,47,18,3,0,102422.60414797247
19,36,30,5,0,129682.21898116294
12,22,21,5,1,81553.33870760389
10,35,20,3,1,87641.2522916454
14,49,29,5,0,143828.28141182763
13,48,23,5,1,120438.3682465032
19,34,24,3,0,108856.01990741039
17,44,25,1,1,125686.6789942764
